country,year,scenario,co2_per_capita_t,annual_rate
Algeria,2028,BAU,4.4618342571583405,0.012772938340130269
Algeria,2029,BAU,4.518824991008905,0.012772938340130269
Algeria,2030,BAU,4.576543663988901,0.012772938340130269
Algeria,2027,Moderate,4.340312281779566,-0.0022270616598697307
Algeria,2028,Moderate,4.330646138704953,-0.0022270616598697307
Algeria,2029,Moderate,4.321001522726981,-0.0022270616598697307
Algeria,2030,Moderate,4.311378385903477,-0.0022270616598697307
Algeria,2027,Accelerated,4.253312281779566,-0.022227061659869735
Algeria,2028,Accelerated,4.158773647433771,-0.022227061659869735
Algeria,2029,Accelerated,4.0663363291428185,-0.022227061659869735
Algeria,2030,Accelerated,3.9759536208251927,-0.022227061659869735
Venezuela,2026,BAU,4.38,-0.02515071363174315
Venezuela,2026,Moderate,4.38,-0.04015071363174315
Venezuela,2026,Accelerated,4.38,-0.06015071363174315
Venezuela,2027,BAU,4.269839874292965,-0.02515071363174315
Venezuela,2028,BAU,4.162450354361225,-0.02515071363174315
Venezuela,2029,BAU,4.0577617574923375,-0.02515071363174315
Venezuela,2030,BAU,3.955706153543809,-0.02515071363174315
Venezuela,2027,Moderate,4.204139874292965,-0.04015071363174315
Venezuela,2028,Moderate,4.035340658132435,-0.04015071363174315
Venezuela,2029,Moderate,3.87331885096123,-0.04015071363174315
Venezuela,2030,Moderate,3.717802334971853,-0.04015071363174315
Venezuela,2027,Accelerated,4.116539874292965,-0.06015071363174315
Venezuela,2028,Accelerated,3.8689270631607164,-0.06015071363174315
Venezuela,2029,Accelerated,3.636208339322435,-0.06015071363174315
Venezuela,2030,Accelerated,3.4174878127984947,-0.06015071363174315
Argentina,2026,BAU,3.78,-0.008892595393171887
Argentina,2026,Moderate,3.78,-0.023892595393171887
Argentina,2026,Accelerated,3.78,-0.04389259539317189
Argentina,2027,BAU,3.74638598941381,-0.008892595393171887
Argentina,2028,BAU,3.7130708946233053,-0.008892595393171887
Argentina,2029,BAU,3.6800520574912574,-0.008892595393171887
Argentina,2030,BAU,3.647326843518178,-0.008892595393171887
Argentina,2027,Moderate,3.68968598941381,-0.023892595393171887
Argentina,2028,Moderate,3.6015298149408905,-0.023892595393171887
Argentina,2029,Moderate,3.5154799202760625,-0.023892595393171887
Argentina,2030,Moderate,3.431485980928086,-0.023892595393171887
Argentina,2027,Accelerated,3.6140859894138098,-0.04389259539317189
Argentina,2028,Accelerated,3.455454375364338,-0.04389259539317189
Argentina,2029,Accelerated,3.3037855145669055,-0.04389259539317189
Argentina,2030,Accelerated,3.158773793710198,-0.04389259539317189
Czech Republic,2026,BAU,7.99,-0.022430464924547144
Czech Republic,2026,Moderate,7.99,-0.037430464924547144
Czech Republic,2026,Accelerated,7.99,-0.05743046492454715
Czech Republic,2027,BAU,7.810780585252869,-0.022430464924547144
Czech Republic,2028,BAU,7.63558114530202,-0.022430464924547144
Czech Republic,2029,BAU,7.46431151024379,-0.022430464924547144
Czech Republic,2030,BAU,7.296883532727373,-0.022430464924547144
Czech Republic,2027,Moderate,7.690930585252868,-0.037430464924547144
Czech Republic,2028,Moderate,7.4030554777444335,-0.037430464924547144
Czech Republic,2029,Moderate,7.125955669350244,-0.037430464924547144
Czech Republic,2030,Moderate,6.859227835614751,-0.037430464924547144
Czech Republic,2027,Accelerated,7.5311305852528685,-0.05743046492454715
Czech Republic,2028,Accelerated,7.098614254334319,-0.05743046492454715
Czech Republic,2029,Accelerated,6.690937537387882,-0.05743046492454715
Czech Republic,2030,Accelerated,6.306673883834591,-0.05743046492454715
