country,year,scenario,co2_per_capita_t,annual_rate
Australia,2029,Accelerated,12.11128544993052,-0.04211433456863353
Australia,2030,Accelerated,11.601226722435923,-0.04211433456863353
Bangladesh,2026,BAU,0.76,0.03661464962807748
Bangladesh,2026,Moderate,0.76,0.02161464962807748
Bangladesh,2026,Accelerated,0.76,0.0016146496280774747
Bangladesh,2027,BAU,0.7878271337173389,0.03661464962807748
Bangladesh,2028,BAU,0.8166731481858919,0.03661464962807748
Bangladesh,2029,BAU,0.8465753493673773,0.03661464962807748
Bangladesh,2030,BAU,0.8775724091682311,0.03661464962807748
Bangladesh,2027,Moderate,0.776427133717339,0.02161464962807748
Bangladesh,2028,Moderate,0.7932093341743718,0.02161464962807748
Bangladesh,2029,Moderate,0.8103542760142716,0.02161464962807748
Bangladesh,2030,Moderate,0.8278697997649345,0.02161464962807748
Bangladesh,2027,Accelerated,0.761227133717339,0.0016146496280774747
Bangladesh,2028,Accelerated,0.7624562488256782,0.0016146496280774747
Bangladesh,2029,Accelerated,0.76368734852427,0.0016146496280774747
Bangladesh,2030,Accelerated,0.7649204360175322,0.0016146496280774747
Belgium,2026,BAU,6.69,-0.0231698113654788
Belgium,2026,Moderate,6.69,-0.0381698113654788
Belgium,2026,Accelerated,6.69,-0.0581698113654788
Belgium,2027,BAU,6.534993961964947,-0.0231698113654788
Belgium,2028,BAU,6.383579384591676,-0.0231698113654788
Belgium,2029,BAU,6.235673054414128,-0.0231698113654788
Belgium,2030,BAU,6.091193686006553,-0.0231698113654788
Belgium,2027,Moderate,6.434643961964947,-0.0381698113654788
Belgium,2028,Moderate,6.189034815732728,-0.0381698113654788
Belgium,2029,Moderate,5.9528005242818285,-0.0381698113654788
Belgium,2030,Moderate,5.725583251173668,-0.0381698113654788
Belgium,2027,Accelerated,6.300843961964947,-0.0581698113654788
Belgium,2028,Accelerated,5.93432505725413,-0.0581698113654788
Belgium,2029,Accelerated,5.589126488092223,-0.0581698113654788
Belgium,2030,Accelerated,5.2640080545820975,-0.0581698113654788
Brazil,2026,BAU,2.11,0.002395281640744429
Brazil,2026,Moderate,2.11,-0.01260471835925557
Brazil,2026,Accelerated,2.11,-0.032604718359255574
Brazil,2027,BAU,2.1150540442619707,0.002395281640744429
Brazil,2028,BAU,2.120120194383374,0.002395281640744429
Brazil,2029,BAU,2.125198479361152,0.002395281640744429
Brazil,2030,BAU,2.1302889282617037,0.002395281640744429
Brazil,2027,Moderate,2.083404044261971,-0.01260471835925557
Brazil,2028,Moderate,2.0571433230555147,-0.01260471835925557
Brazil,2029,Moderate,2.031213610843777,-0.01260471835925557
Brazil,2030,Moderate,2.005610735351605,-0.01260471835925557
Brazil,2027,Accelerated,2.0412040442619706,-0.032604718359255574
Brazil,2028,Accelerated,1.9746511612850355,-0.032604718359255574
Brazil,2029,Accelerated,1.9102682163135598,-0.032604718359255574
Brazil,2030,Accelerated,1.8479844591300187,-0.032604718359255574
Canada,2026,BAU,13.87,-0.003809139619317392
Canada,2026,Moderate,13.87,-0.01880913961931739
Canada,2026,Accelerated,13.87,-0.038809139619317395
Canada,2027,BAU,13.817167233480067,-0.003809139619317392
Canada,2028,BAU,13.764535714344284,-0.003809139619317392
Canada,2029,BAU,13.712104676013265,-0.003809139619317392
Canada,2030,BAU,13.659873354827635,-0.003809139619317392
Canada,2027,Moderate,13.609117233480067,-0.01880913961931739
Canada,2028,Moderate,13.353141447339882,-0.01880913961931739
Canada,2029,Moderate,13.10198034550037,-0.01880913961931739
Canada,2030,Moderate,12.855543367892302,-0.01880913961931739
Canada,2027,Accelerated,13.331717233480067,-0.038809139619317395
Canada,2028,Accelerated,12.814324758000678,-0.038809139619317395
Canada,2029,Accelerated,12.317011839340154,-0.038809139619317395
Canada,2030,Accelerated,11.838999207174416,-0.038809139619317395
Chile,2026,BAU,4.41,-0.0005654518965718669
Chile,2026,Moderate,4.41,-0.015565451896571866
Chile,2026,Accelerated,4.41,-0.03556545189657187
Chile,2027,BAU,4.407506357136119,-0.0005654518965718669
Chile,2028,BAU,4.405014124307323,-0.0005654518965718669
Chile,2029,BAU,4.402523300716307,-0.0005654518965718669
Chile,2030,BAU,4.4000338855662156,-0.0005654518965718669
Chile,2027,Moderate,4.341356357136118,-0.015565451896571866
Chile,2028,Moderate,4.27378118359324,-0.015565451896571866
Chile,2029,Moderate,4.207257848163545,-0.015565451896571866
Chile,2030,Moderate,4.141769978511481,-0.015565451896571866
Chile,2027,Accelerated,4.253156357136118,-0.03556545189657187
Chile,2028,Accelerated,4.101890929307794,-0.03556545189657187
Chile,2029,Accelerated,3.9560053247765135,-0.03556545189657187
Chile,2030,Accelerated,3.815308207695592,-0.03556545189657187
China,2026,BAU,8.46,0.010691627452823926
China,2026,Moderate,8.46,-0.004308372547176073
China,2026,Accelerated,8.46,-0.024308372547176077
China,2027,BAU,8.550451168250891,0.010691627452823926
China,2028,BAU,8.641869406695394,0.010691627452823926
China,2029,BAU,8.734265054887738,0.010691627452823926
China,2030,BAU,8.827648562928816,0.010691627452823926
China,2027,Moderate,8.42355116825089,-0.004308372547176073
China,2028,Moderate,8.387259371647865,-0.004308372547176073
China,2029,Moderate,8.351123933625011,-0.004308372547176073
China,2030,Moderate,8.315144180531316,-0.004308372547176073
China,2027,Accelerated,8.25435116825089,-0.024308372547176077
China,2028,Accelerated,8.05370132491783,-0.024308372547176077
China,2029,Accelerated,7.857928952728042,-0.024308372547176077
China,2030,Accelerated,7.666915488295887,-0.024308372547176077
Colombia,2026,BAU,1.74,0.0059007802760200345
Colombia,2026,Moderate,1.74,-0.009099219723979965
Colombia,2026,Accelerated,1.74,-0.02909921972397997
Colombia,2027,BAU,1.7502673576802747,0.0059007802760200345
Colombia,2028,BAU,1.7605953007822361,0.0059007802760200345
Colombia,2029,BAU,1.7709841868071454,0.0059007802760200345
Colombia,2030,BAU,1.7814343753658004,0.0059007802760200345
Colombia,2027,Moderate,1.7241673576802747,-0.009099219723979965
Colombia,2028,Moderate,1.708478780051828,-0.009099219723979965
Colombia,2029,Moderate,1.692932956238379,-0.009099219723979965
Colombia,2030,Moderate,1.677528587291599,-0.009099219723979965
Colombia,2027,Accelerated,1.6893673576802748,-0.02909921972397997
Colombia,2028,Accelerated,1.640208085744617,-0.02909921972397997
Colombia,2029,Accelerated,1.5924793102644859,-0.02909921972397997
Colombia,2030,Accelerated,1.5461394049092074,-0.02909921972397997
Czech Republic,2026,BAU,7.99,-0.0224304649245471
Czech Republic,2026,Moderate,7.99,-0.0374304649245471
Czech Republic,2026,Accelerated,7.99,-0.0574304649245471
Czech Republic,2027,BAU,7.810780585252869,-0.0224304649245471
Czech Republic,2028,BAU,7.63558114530202,-0.0224304649245471
Czech Republic,2029,BAU,7.46431151024379,-0.0224304649245471
Czech Republic,2030,BAU,7.296883532727373,-0.0224304649245471
Czech Republic,2027,Moderate,7.690930585252868,-0.0374304649245471
Czech Republic,2028,Moderate,7.4030554777444335,-0.0374304649245471
Czech Republic,2029,Moderate,7.125955669350244,-0.0374304649245471
Czech Republic,2030,Moderate,6.859227835614751,-0.0374304649245471
Czech Republic,2027,Accelerated,7.531130585252868,-0.0574304649245471
Czech Republic,2028,Accelerated,7.098614254334319,-0.0574304649245471
Czech Republic,2029,Accelerated,6.690937537387882,-0.0574304649245471
Czech Republic,2030,Accelerated,6.306673883834591,-0.0574304649245471
Denmark,2026,BAU,4.07,-0.034727171979412
Denmark,2026,Moderate,4.07,-0.049727171979411997
Denmark,2026,Accelerated,4.07,-0.069727171979412
Denmark,2027,BAU,3.9286604100437934,-0.034727171979412
Denmark,2028,BAU,3.7922291443354954,-0.034727171979412
Denmark,2029,BAU,3.660535750654818,-0.034727171979412
Denmark,2030,BAU,3.5334156961050422,-0.034727171979412
Denmark,2027,Moderate,3.8676104100437936,-0.049727171979411997
Denmark,2028,Moderate,3.675285082034182,-0.049727171979411997
Denmark,2029,Moderate,3.4925235486865005,-0.049727171979411997
Denmark,2030,Moderate,3.3188502295388207,-0.049727171979411997
Denmark,2027,Accelerated,3.786210410043793,-0.069727171979412
Denmark,2028,Accelerated,3.5222086656324296,-0.069727171979412
Denmark,2029,Accelerated,3.276615016256502,-0.069727171979412
Denmark,2030,Accelerated,3.048145917507661,-0.069727171979412
Egypt,2026,BAU,2.71,0.01689852666867142
Egypt,2026,Moderate,2.71,0.0018985266686714214
Egypt,2026,Accelerated,2.71,-0.018101473331328582
Egypt,2027,BAU,2.7557950072720994,0.01689852666867142
Egypt,2028,BAU,2.8023638826958783,0.01689852666867142
Egypt,2029,BAU,2.8497197035029362,0.01689852666867142
Egypt,2030,BAU,2.897875767910819,0.01689852666867142
Egypt,2027,Moderate,2.7151450072721,0.0018985266686714214
Egypt,2028,Moderate,2.720299782477716,0.0018985266686714214
Egypt,2029,Moderate,2.7254643441615314,0.0018985266686714214
Egypt,2030,Moderate,2.7306387109034356,0.0018985266686714214
Egypt,2027,Accelerated,2.6609450072720993,-0.018101473331328582
Egypt,2028,Accelerated,2.6127779821868313,-0.018101473331328582
Egypt,2029,Accelerated,2.565482851221594,-0.018101473331328582
Egypt,2030,Accelerated,2.5190438318082253,-0.018101473331328582
Finland,2026,BAU,5.79,-0.04300462024974405
Finland,2026,Moderate,5.79,-0.05800462024974405
Finland,2026,Accelerated,5.79,-0.07800462024974406
Finland,2027,BAU,5.541003248753982,-0.04300462024974405
Finland,2028,BAU,5.302714508238719,-0.04300462024974405
Finland,2029,BAU,5.074673284519104,-0.04300462024974405
Finland,2030,BAU,4.8564388870268385,-0.04300462024974405
Finland,2027,Moderate,5.454153248753982,-0.05800462024974405
Finland,2028,Moderate,5.137787160776099,-0.05800462024974405
Finland,2029,Moderate,4.839771767591271,-0.05800462024974405
Finland,2030,Moderate,4.559042644116707,-0.05800462024974405
Finland,2027,Accelerated,5.3383532487539815,-0.07800462024974406
Finland,2028,Accelerated,4.92193703082594,-0.07800462024974406
Finland,2029,Accelerated,4.5380032018432095,-0.07800462024974406
Finland,2030,Accelerated,4.184017985391307,-0.07800462024974406
France,2026,BAU,4.15,-0.01647881422784836
France,2026,Moderate,4.15,-0.03147881422784836
France,2026,Accelerated,4.15,-0.05147881422784836
France,2027,BAU,4.08161292095443,-0.01647881422784836
France,2028,BAU,4.014352779880037,-0.01647881422784836
France,2029,BAU,3.948201006175347,-0.01647881422784836
France,2030,BAU,3.8831393352603794,-0.01647881422784836
France,2027,Moderate,4.019362920954429,-0.03147881422784836
France,2028,Moderate,3.892838142251403,-0.03147881422784836
France,2029,Moderate,3.7702962135523888,-0.03147881422784836
France,2030,Moderate,3.6516117594620128,-0.03147881422784836
France,2027,Accelerated,3.9363629209544295,-0.05147881422784836
France,2028,Accelerated,3.733723625413226,-0.05147881422784836
France,2029,Accelerated,3.54151596052245,-0.05147881422784836
France,2030,Accelerated,3.359202918305755,-0.05147881422784836
Germany,2026,BAU,6.57,-0.027766252799958147
Germany,2026,Moderate,6.57,-0.042766252799958146
Germany,2026,Accelerated,6.57,-0.06276625279995815
Germany,2027,BAU,6.387575719104276,-0.027766252799958147
Germany,2028,BAU,6.210216676908752,-0.027766252799958147
Germany,2029,BAU,6.037782230715187,-0.027766252799958147
Germany,2030,BAU,5.870135642946054,-0.027766252799958147
Germany,2027,Moderate,6.289025719104275,-0.042766252799958146
Germany,2028,Moderate,6.020067655335623,-0.042766252799958146
Germany,2029,Moderate,5.762611920114688,-0.042766252799958146
Germany,2030,Moderate,5.516166601951011,-0.042766252799958146
Germany,2027,Accelerated,6.157625719104275,-0.06276625279995815
Germany,2028,Accelerated,5.771134626571452,-0.06276625279995815
Germany,2029,Accelerated,5.4089021316574755,-0.06276625279995815
Germany,2030,Accelerated,5.06940561309163,-0.06276625279995815
India,2026,BAU,2.13,0.027085018748930434
India,2026,Moderate,2.13,0.012085018748930434
India,2026,Accelerated,2.13,-0.00791498125106957
India,2027,BAU,2.1876910899352215,0.027085018748930434
India,2028,BAU,2.246944744122985,0.027085018748930434
India,2029,BAU,2.3078032846453667,0.027085018748930434
India,2030,BAU,2.3703101798788295,0.027085018748930434
India,2027,Moderate,2.155741089935222,0.012085018748930434
India,2028,Moderate,2.181793261424929,0.012085018748930434
India,2029,Moderate,2.2081602738955395,0.012085018748930434
India,2030,Moderate,2.234845932206211,0.012085018748930434
India,2027,Accelerated,2.1131410899352217,-0.00791498125106957
India,2028,Accelerated,2.0964156178275197,-0.00791498125106957
India,2029,Accelerated,2.0798225275179654,-0.00791498125106957
India,2030,Accelerated,2.0633607712071087,-0.00791498125106957
Indonesia,2026,BAU,2.75,0.03245025601077067
Indonesia,2026,Moderate,2.75,0.017450256010770673
Indonesia,2026,Accelerated,2.75,-0.0025497439892293305
Indonesia,2027,BAU,2.8392382040296194,0.03245025601077067
Indonesia,2028,BAU,2.931372210625941,0.03245025601077067
Indonesia,2029,BAU,3.0264959893236116,0.03245025601077067
Indonesia,2030,BAU,3.1247065589927336,0.03245025601077067
Indonesia,2027,Moderate,2.7979882040296196,0.017450256010770673
Indonesia,2028,Moderate,2.846813814505053,0.017450256010770673
Indonesia,2029,Moderate,2.896491444383165,0.017450256010770673
Indonesia,2030,Moderate,2.9470359616206587,0.017450256010770673
Indonesia,2027,Accelerated,2.7429882040296194,-0.0025497439892293305
Indonesia,2028,Accelerated,2.735994286343868,-0.0025497439892293305
Indonesia,2029,Accelerated,2.7290182013576967,-0.0025497439892293305
Indonesia,2030,Accelerated,2.7220599036022874,-0.0025497439892293305
Iran,2026,BAU,8.8,0.01782628972230449
Iran,2026,Moderate,8.8,0.0028262897223044897
Iran,2026,Accelerated,8.8,-0.017173710277695514
Iran,2027,BAU,8.95687134955628,0.01782628972230449
Iran,2028,BAU,9.116539133238879,0.01782628972230449
Iran,2029,BAU,9.279053201092722,0.01782628972230449
Iran,2030,BAU,9.444464291804078,0.01782628972230449
Iran,2027,Moderate,8.82487134955628,0.0028262897223044897
Iran,2028,Moderate,8.849812992752192,0.0028262897223044897
Iran,2029,Moderate,8.874825128257925,0.0028262897223044897
Iran,2030,Moderate,8.89990795530517,0.0028262897223044897
Iran,2027,Accelerated,8.64887134955628,-0.017173710277695514
Iran,2028,Accelerated,8.500338138769939,-0.017173710277695514
Iran,2029,Accelerated,8.354355794312259,-0.017173710277695514
Iran,2030,Accelerated,8.210880508343953,-0.017173710277695514
Iraq,2026,BAU,5.18,0.021775320710780255
Iraq,2026,Moderate,5.18,0.0067753207107802554
Iraq,2026,Accelerated,5.18,-0.013224679289219748
Iraq,2027,BAU,5.292796161281841,0.021775320710780255
Iraq,2028,BAU,5.40804849515054,0.021775320710780255
Iraq,2029,BAU,5.5258104855518955,0.021775320710780255
Iraq,2030,BAU,5.64613678106178,0.021775320710780255
Iraq,2027,Moderate,5.215096161281842,0.0067753207107802554
Iraq,2028,Moderate,5.250430110312086,0.0067753207107802554
Iraq,2029,Moderate,5.286003458178988,0.0067753207107802554
Iraq,2030,Moderate,5.321817826886445,0.0067753207107802554
Iraq,2027,Accelerated,5.111496161281841,-0.013224679289219748
Iraq,2028,Accelerated,5.043898263860811,-0.013224679289219748
Iraq,2029,Accelerated,4.977194326953799,-0.013224679289219748
Iraq,2030,Accelerated,4.911372528219711,-0.013224679289219748
Israel,2026,BAU,5.28,-0.03307122560929676
Israel,2026,Moderate,5.28,-0.04807122560929676
Israel,2026,Accelerated,5.28,-0.06807122560929676
Israel,2027,BAU,5.1053839287829135,-0.03307122560929676
Israel,2028,BAU,4.936542625052056,-0.03307122560929676
Israel,2029,BAU,4.773285110169049,-0.03307122560929676
Israel,2030,BAU,4.615426721393152,-0.03307122560929676
Israel,2027,Moderate,5.026183928782913,-0.04807122560929676
Israel,2028,Moderate,4.7845691071885685,-0.04807122560929676
Israel,2029,Moderate,4.554569006193635,-0.04807122560929676
Israel,2030,Moderate,4.33562529194379,-0.04807122560929676
Israel,2027,Accelerated,4.920583928782913,-0.06807122560929676
Israel,2028,Accelerated,4.5856337500372515,-0.06807122560929676
Israel,2029,Accelerated,4.27348404047686,-0.06807122560929676
Israel,2030,Accelerated,3.9825827442198305,-0.06807122560929676
Italy,2026,BAU,4.87,-0.021819268730597807
Italy,2026,Moderate,4.87,-0.03681926873059781
Italy,2026,Accelerated,4.87,-0.05681926873059781
Italy,2027,BAU,4.763740161281989,-0.021819268730597807
Italy,2028,BAU,4.6597988345402355,-0.021819268730597807
Italy,2029,BAU,4.558125431538875,-0.021819268730597807
Italy,2030,BAU,4.458670467840356,-0.021819268730597807
Italy,2027,Moderate,4.690690161281989,-0.03681926873059781
Italy,2028,Moderate,4.517982379701776,-0.03681926873059781
Italy,2029,Moderate,4.35163357234343,-0.03681926873059781
Italy,2030,Moderate,4.191409606426226,-0.03681926873059781
Italy,2027,Accelerated,4.593290161281988,-0.05681926873059781
Italy,2028,Accelerated,4.332302773250496,-0.05681926873059781
Italy,2029,Accelerated,4.086144497754861,-0.05681926873059781
Italy,2030,Accelerated,3.853972755464874,-0.05681926873059781
Japan,2026,BAU,7.33,-0.026407396684207773
Japan,2026,Moderate,7.33,-0.04140739668420777
Japan,2026,Accelerated,7.33,-0.06140739668420778
Japan,2027,BAU,7.136433782304757,-0.026407396684207773
Japan,2028,BAU,6.947979144504854,-0.026407396684207773
Japan,2029,BAU,6.764501103082313,-0.026407396684207773
Japan,2030,BAU,6.5858682390824566,-0.026407396684207773
Japan,2027,Moderate,7.026483782304757,-0.04140739668420777
Japan,2028,Moderate,6.735535381035711,-0.04140739668420777
Japan,2029,Moderate,6.456634395632649,-0.04140739668420777
Japan,2030,Moderate,6.189281973967788,-0.04140739668420777
Japan,2027,Accelerated,6.8798837823047565,-0.06140739668420778
Japan,2028,Accelerated,6.457408029743521,-0.06140739668420778
Japan,2029,Accelerated,6.0608754133092715,-0.06140739668420778
Japan,2030,Accelerated,5.688692832550627,-0.06140739668420778
Kazakhstan,2026,BAU,13.91,-0.002400179348280851
Kazakhstan,2026,Moderate,13.91,-0.01740017934828085
Kazakhstan,2026,Accelerated,13.91,-0.037400179348280854
Kazakhstan,2027,BAU,13.876613505265414,-0.002400179348280851
Kazakhstan,2028,BAU,13.843307144106001,-0.002400179348280851
Kazakhstan,2029,BAU,13.81008072418681,-0.002400179348280851
Kazakhstan,2030,BAU,13.776934053634525,-0.002400179348280851
Kazakhstan,2027,Moderate,13.667963505265414,-0.01740017934828085
Kazakhstan,2028,Moderate,13.430138488948039,-0.01740017934828085
Kazakhstan,2029,Moderate,13.196451670568093,-0.01740017934828085
Kazakhstan,2030,Moderate,12.966831044739287,-0.01740017934828085
Kazakhstan,2027,Accelerated,13.389763505265414,-0.037400179348280854
Kazakhstan,2028,Accelerated,12.88898394873742,-0.037400179348280854
Kazakhstan,2029,Accelerated,12.406933637437527,-0.037400179348280854
Kazakhstan,2030,Accelerated,11.942912094235146,-0.037400179348280854
Kenya,2026,BAU,0.48,0.03661464962807748
Kenya,2026,Moderate,0.48,0.02161464962807748
Kenya,2026,Accelerated,0.48,0.0016146496280774747
Kenya,2027,BAU,0.49757503182147717,0.03661464962807748
Kenya,2028,BAU,0.5157935672753,0.03661464962807748
Kenya,2029,BAU,0.5346791680215013,0.03661464962807748
Kenya,2030,BAU,0.5542562584220405,0.03661464962807748
Kenya,2027,Moderate,0.49037503182147724,0.02161464962807748
Kenya,2028,Moderate,0.5009743163206558,0.02161464962807748
Kenya,2029,Moderate,0.5118027006405925,0.02161464962807748
Kenya,2030,Moderate,0.5228651366936428,0.02161464962807748
Kenya,2027,Accelerated,0.4807750318214772,0.0016146496280774747
Kenya,2028,Accelerated,0.4815513150477967,0.0016146496280774747
Kenya,2029,Accelerated,0.4823288516995389,0.0016146496280774747
Kenya,2030,Accelerated,0.4831076438005466,0.0016146496280774747
Kuwait,2026,BAU,21.68,-0.0026773245466451545
Kuwait,2026,Moderate,21.68,-0.017677324546645154
Kuwait,2026,Accelerated,21.68,-0.03767732454664516
Kuwait,2027,BAU,21.621955603828734,-0.0026773245466451545
Kuwait,2028,BAU,21.56406661134413,-0.0026773245466451545
Kuwait,2029,BAU,21.50633260648009,-0.0026773245466451545
Kuwait,2030,BAU,21.448753174284445,-0.0026773245466451545
Kuwait,2027,Moderate,21.296755603828732,-0.017677324546645154
Kuwait,2028,Moderate,20.920285943229267,-0.017677324546645154
Kuwait,2029,Moderate,20.550471259002183,-0.017677324546645154
Kuwait,2030,Moderate,20.187193908970297,-0.017677324546645154
Kuwait,2027,Accelerated,20.863155603828734,-0.03767732454664516
Kuwait,2028,Accelerated,20.07708771907612,-0.03767732454664516
Kuwait,2029,Accelerated,19.320636769133024,-0.03767732454664516
Kuwait,2030,Accelerated,18.592686867134553,-0.03767732454664516
Malaysia,2026,BAU,8.33,0.010042929174084447
Malaysia,2026,Moderate,8.33,-0.004957070825915552
Malaysia,2026,Accelerated,8.33,-0.024957070825915556
Malaysia,2027,BAU,8.413657600020123,0.010042929174084447
Malaysia,2028,BAU,8.498155367392123,0.010042929174084447
Malaysia,2029,BAU,8.583501739857207,0.010042929174084447
Malaysia,2030,BAU,8.669705239896222,0.010042929174084447
Malaysia,2027,Moderate,8.288707600020123,-0.004957070825915552
Malaysia,2028,Moderate,8.247619889391519,-0.004957070825915552
Malaysia,2029,Moderate,8.206735853454575,-0.004957070825915552
Malaysia,2030,Moderate,8.166054482579419,-0.004957070825915552
Malaysia,2027,Accelerated,8.122107600020124,-0.024957070825915556
Malaysia,2028,Accelerated,7.9194035853907145,-0.024957070825915556
Malaysia,2029,Accelerated,7.7217584692111085,-0.024957070825915556
Malaysia,2030,Accelerated,7.529045996194394,-0.024957070825915556
Mexico,2026,BAU,3.58,0.001052453056098912
Mexico,2026,Moderate,3.58,-0.013947546943901087
Mexico,2026,Accelerated,3.58,-0.03394754694390109
Mexico,2027,BAU,3.5837677819408342,0.001052453056098912
Mexico,2028,BAU,3.5875395292952867,0.001052453056098912
Mexico,2029,BAU,3.591315246236769,0.001052453056098912
Mexico,2030,BAU,3.5950949369430854,0.001052453056098912
Mexico,2027,Moderate,3.530067781940834,-0.013947546943901087
Mexico,2028,Moderate,3.4808319958370615,-0.013947546943901087
Mexico,2029,Moderate,3.432282928171291,-0.013947546943901087
Mexico,2030,Moderate,3.384411000905872,-0.013947546943901087
Mexico,2027,Accelerated,3.458467781940834,-0.03394754694390109
Mexico,2028,Accelerated,3.341061284559428,-0.03394754694390109
Mexico,2029,Accelerated,3.227640449759396,-0.03394754694390109
Mexico,2030,Accelerated,3.118069974073155,-0.03394754694390109
Morocco,2026,BAU,2.12,0.016489424423155485
Morocco,2026,Moderate,2.12,0.001489424423155486
Morocco,2026,Accelerated,2.12,-0.018510575576844518
Morocco,2027,BAU,2.15495757977709,0.016489424423155485
Morocco,2028,BAU,2.1904915899239303,0.016489424423155485
Morocco,2029,BAU,2.2266115354455387,0.016489424423155485
Morocco,2030,BAU,2.2633270780789942,0.016489424423155485
Morocco,2027,Moderate,2.12315757977709,0.001489424423155486
Morocco,2028,Moderate,2.1263198625306177,0.001489424423155486
Morocco,2029,Moderate,2.1294868552653115,0.001489424423155486
Morocco,2030,Moderate,2.1326585649963326,0.001489424423155486
Morocco,2027,Accelerated,2.0807575797770896,-0.018510575576844518
Morocco,2028,Accelerated,2.0422415593395336,-0.018510575576844518
Morocco,2029,Accelerated,2.0044384926092063,-0.018510575576844518
Morocco,2030,Accelerated,1.9673351824026273,-0.018510575576844518
Netherlands,2026,BAU,7.06,-0.026330292575161174
Netherlands,2026,Moderate,7.06,-0.04133029257516117
Netherlands,2026,Accelerated,7.06,-0.06133029257516118
Netherlands,2027,BAU,6.8741081344193615,-0.026330292575161174
Netherlands,2028,BAU,6.693110856046804,-0.026330292575161174
Netherlands,2029,BAU,6.516879288969104,-0.026330292575161174
Netherlands,2030,BAU,6.345287950613539,-0.026330292575161174
Netherlands,2027,Moderate,6.768208134419361,-0.04133029257516117
Netherlands,2028,Moderate,6.488476112014223,-0.04133029257516117
Netherlands,2029,Moderate,6.220305495937731,-0.04133029257516117
Netherlands,2030,Moderate,5.963218449883741,-0.04133029257516117
Netherlands,2027,Accelerated,6.627008134419362,-0.06133029257516118
Netherlands,2028,Accelerated,6.220571786637449,-0.06133029257516118
Netherlands,2029,Accelerated,5.839062298978181,-0.06133029257516118
Netherlands,2030,Accelerated,5.480950899817256,-0.06133029257516118
Nigeria,2026,BAU,0.65,0.021101310075755553
Nigeria,2026,Moderate,0.65,0.006101310075755553
Nigeria,2026,Accelerated,0.65,-0.01389868992424445
Nigeria,2027,BAU,0.6637158515492412,0.021101310075755553
Nigeria,2028,BAU,0.6777211255349759,0.021101310075755553
Nigeria,2029,BAU,0.6920219291497794,0.021101310075755553
Nigeria,2030,BAU,0.7066244984559915,0.021101310075755553
Nigeria,2027,Moderate,0.6539658515492413,0.006101310075755553
Nigeria,2028,Moderate,0.6579558999884988,0.006101310075755553
Nigeria,2029,Moderate,0.6619702929505015,0.006101310075755553
Nigeria,2030,Moderate,0.6660091789687312,0.006101310075755553
Nigeria,2027,Accelerated,0.6409658515492411,-0.01389868992424445
Nigeria,2028,Accelerated,0.6320572659265289,-0.01389868992424445
Nigeria,2029,Accelerated,0.6232724979730503,-0.01389868992424445
