market,currency,forecast_step,forecast_date,forecast_price,lower_95,upper_95
EU_ETS,EUR,1,2026-05-01,85.32523812232272,78.15167197704716,93.15726812305817
EU_ETS,EUR,2,2026-05-04,85.30604179892433,76.4684289608667,95.1650356400541
EU_ETS,EUR,3,2026-05-05,85.30826977577333,75.00741347416125,97.02375478715973
EU_ETS,EUR,4,2026-05-06,85.30801116209517,73.76997686293062,98.65065813907111
EU_ETS,EUR,5,2026-05-07,85.30804118043804,72.67681289395604,100.13457663122871
EU_ETS,EUR,6,2026-05-08,85.30803769608153,71.69143151775108,101.51089386120208
EU_ETS,EUR,7,2026-05-11,85.30803810052554,70.78989215562461,102.80367921117798
EU_ETS,EUR,8,2026-05-12,85.30803805358005,69.95602204063506,104.02909062387559
EU_ETS,EUR,9,2026-05-13,85.30803805902919,69.17823084097377,105.19872030567144
EU_ETS,EUR,10,2026-05-14,85.30803805839668,68.44788413336424,106.32120261297497
EU_ETS,EUR,11,2026-05-15,85.30803805847009,67.75834492985534,107.40317469263957
EU_ETS,EUR,12,2026-05-18,85.3080380584616,67.10438184153986,108.44986806627495
EU_ETS,EUR,13,2026-05-19,85.30803805846259,66.48178509889566,109.46549263920095
EU_ETS,EUR,14,2026-05-20,85.30803805846244,65.88710770711323,110.45349554171423
EU_ETS,EUR,15,2026-05-21,85.30803805846244,65.3174852336751,111.41674134190497
EU_ETS,EUR,16,2026-05-22,85.30803805846244,64.77050687283884,112.35764098112749
EU_ETS,EUR,17,2026-05-25,85.30803805846244,64.24412101186036,113.27824620778229
EU_ETS,EUR,18,2026-05-26,85.30803805846244,63.73656464715054,114.1803201611593
EU_ETS,EUR,19,2026-05-27,85.30803805846244,63.24630967921355,115.06539107649907
EU_ETS,EUR,20,2026-05-28,85.30803805846244,62.77202140214477,115.93479379549537
EU_ETS,EUR,21,2026-05-29,85.30803805846244,62.312525966170874,116.78970230375462
EU_ETS,EUR,22,2026-06-01,85.30803805846244,61.866784551473216,117.63115555697293
EU_ETS,EUR,23,2026-06-02,85.30803805846244,61.433872635797215,118.4600782133265
EU_ETS,EUR,24,2026-06-03,85.30803805846244,61.01296317972512,119.27729744819884
EU_ETS,EUR,25,2026-06-04,85.30803805846244,60.603312861486636,120.08355671937034
EU_ETS,EUR,26,2026-06-05,85.30803805846244,60.20425071171193,120.87952713226515
EU_ETS,EUR,27,2026-06-08,85.30803805846244,59.815168655953215,121.66581689742964
EU_ETS,EUR,28,2026-06-09,85.30803805846244,59.43551358778645,122.4429792574307
EU_ETS,EUR,29,2026-06-10,85.30803805846244,59.06478068036934,123.21151917529764
EU_ETS,EUR,30,2026-06-11,85.30803805846244,58.70250770800261,123.97189901296122
RGGI,USD,1,2026-05-01,19.91799546258661,18.892922790181473,20.998685468285352
RGGI,USD,2,2026-05-04,19.920491333282257,18.8886388383009,21.008712081186125
RGGI,USD,3,2026-05-05,19.920371392201115,18.876209488229566,21.02229246028797
RGGI,USD,4,2026-05-06,19.920377155706344,18.86436477757557,21.03550428039307
RGGI,USD,5,2026-05-07,19.920376878752926,18.85264209347662,21.048583695802613
RGGI,USD,6,2026-05-08,19.920376892061352,18.841058342663928,21.06152469276126
RGGI,USD,7,2026-05-11,19.920376891421846,18.829607970814706,21.07433230215701
RGGI,USD,8,2026-05-12,19.920376891452577,18.818286747455424,21.087010779617085
RGGI,USD,9,2026-05-13,19.9203768914511,18.807090614399936,21.099564182118986
RGGI,USD,10,2026-05-14,19.92037689145117,18.796015723706667,21.111996357662477
RGGI,USD,11,2026-05-15,19.92037689145117,18.785058420501972,21.124310961118532
RGGI,USD,12,2026-05-18,19.92037689145117,18.774215229793068,21.136511467480158
RGGI,USD,13,2026-05-19,19.92037689145117,18.763482844308722,21.14860118401869
RGGI,USD,14,2026-05-20,19.92037689145117,18.752858113381826,21.16058326140134
RGGI,USD,15,2026-05-21,19.92037689145117,18.74233803276161,21.17246070387899
RGGI,USD,16,2026-05-22,19.92037689145117,18.731919735262416,21.184236378637394
RGGI,USD,17,2026-05-25,19.92037689145117,18.72160048216662,21.195913024394283
RGGI,USD,18,2026-05-26,19.92037689145117,18.711377655308617,21.207493259315374
RGGI,USD,19,2026-05-27,19.92037689145117,18.70124874977506,21.21897958831411
RGGI,USD,20,2026-05-28,19.92037689145117,18.691211367163834,21.230374409792717
RGGI,USD,21,2026-05-29,19.92037689145117,18.681263209350153,21.241680021876082
RGGI,USD,22,2026-06-01,19.92037689145117,18.67140207271416,21.252898628184166
RGGI,USD,23,2026-06-02,19.92037689145117,18.661625842788744,21.26403234318419
RGGI,USD,24,2026-06-03,19.92037689145117,18.65193248929092,21.27508319715924
RGGI,USD,25,2026-06-04,19.92037689145117,18.642320061503604,21.286053140826507
RGGI,USD,26,2026-06-05,19.92037689145117,18.632786683978118,21.296944049634774
RGGI,USD,27,2026-06-08,19.92037689145117,18.623330552530582,21.30775772776802
RGGI,USD,28,2026-06-09,19.92037689145117,18.613949930508003,21.31849591187935
RGGI,USD,29,2026-06-10,19.92037689145117,18.604643145302173,21.329160274577077
RGGI,USD,30,2026-06-11,19.92037689145117,18.59540858509157,21.33975242768282
UK_ETS,GBP,1,2026-05-01,49.19797937430238,46.58877694738684,51.953310069669996
UK_ETS,GBP,2,2026-05-04,49.18882797847637,46.50579952711927,52.026646622540376
UK_ETS,GBP,3,2026-05-05,49.18899530191587,46.42553723596621,52.116946897438424
UK_ETS,GBP,4,2026-05-06,49.18899224230207,46.34773581818678,52.20442628103147
UK_ETS,GBP,5,2026-05-07,49.188992298248934,46.27219346906313,52.28965350291576
UK_ETS,GBP,6,2026-05-08,49.188992297225916,46.19873361920554,52.37279842256765
UK_ETS,GBP,7,2026-05-11,49.18899229724462,46.12720163758333,52.45401579373056
UK_ETS,GBP,8,2026-05-12,49.18899229724427,46.0574611134856,52.53344202487772
UK_ETS,GBP,9,2026-05-13,49.18899229724427,45.989390988387456,52.6111981745813
UK_ETS,GBP,10,2026-05-14,49.18899229724427,45.92288324095348,52.68739226418222
UK_ETS,GBP,11,2026-05-15,49.18899229724427,45.85784100246131,52.7621211624091
UK_ETS,GBP,12,2026-05-18,49.18899229724427,45.79417700863979,52.83547213353935
UK_ETS,GBP,13,2026-05-19,49.18899229724427,45.73181231731358,52.90752411975454
UK_ETS,GBP,14,2026-05-20,49.18899229724427,45.67067523811834,52.97834881142526
UK_ETS,GBP,15,2026-05-21,49.18899229724427,45.6107004329352,53.04801154667665
UK_ETS,GBP,16,2026-05-22,49.18899229724427,45.55182815489776,53.116572072381324
UK_ETS,GBP,17,2026-05-25,49.18899229724427,45.494003600742204,53.18408519180938
UK_ETS,GBP,18,2026-05-26,49.18899229724427,45.43717635652669,53.250601318908885
UK_ETS,GBP,19,2026-05-27,49.18899229724427,45.38129992077771,53.316166955159616
UK_ETS,GBP,20,2026-05-28,49.18899229724427,45.326331292240354,53.38082510182271
UK_ETS,GBP,21,2026-05-29,49.18899229724427,45.272230611847675,53.44461561797137
UK_ETS,GBP,22,2026-06-01,49.18899229724427,45.21896085043987,53.50757553277166
UK_ETS,GBP,23,2026-06-02,49.18899229724427,45.16648753528536,53.56973931896139
UK_ETS,GBP,24,2026-06-03,49.18899229724427,45.114778509669065,53.631139133261904
UK_ETS,GBP,25,2026-06-04,49.18899229724427,45.06380372078864,53.69180502848179
UK_ETS,GBP,26,2026-06-05,49.18899229724427,45.01353503198858,53.7517651412828
UK_ETS,GBP,27,2026-06-08,49.18899229724427,44.963946056003664,53.81104585893641
UK_ETS,GBP,28,2026-06-09,49.18899229724427,44.915012006408126,53.86967196787462
UK_ETS,GBP,29,2026-06-10,49.18899229724427,44.86670956489874,53.92766678640693
UK_ETS,GBP,30,2026-06-11,49.18899229724427,44.81901676239688,53.9850522836182
