date,market,currency,price,baseline_prediction,event_aware_prediction,baseline_abs_error,event_aware_abs_error,days_since_last_event,events_7d,events_30d,max_severity_7d,max_severity_30d,policy_events_30d,weather_events_30d,disaster_events_30d,event_shock_score,event_active_30d
2026-03-31,China_ETS,CNY,111.64,113.07265185170137,113.04721211070549,1.4326518517013653,1.407212110705487,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-01,China_ETS,CNY,109.7,113.09556621735106,113.07445331501222,3.3955662173510603,3.374453315012218,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-02,China_ETS,CNY,114.0,112.33598839589969,112.32029148623788,1.6640116041003097,1.6797085137621224,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-03,China_ETS,CNY,111.41,112.71780645967387,112.69722101366172,1.3078064596738699,1.2872210136617213,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-06,China_ETS,CNY,115.7,111.72434053456581,111.70360407068573,3.975659465434191,3.996395929314275,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-07,China_ETS,CNY,113.91,113.02810956854836,113.00221305872623,0.8818904314516374,0.9077869412737698,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-08,China_ETS,CNY,113.2,112.92678477150966,112.90090059544923,0.2732152284903435,0.29909940455077333,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-09,China_ETS,CNY,111.67,113.59891946979418,113.57581359834255,1.928919469794181,1.9058135983425473,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-10,China_ETS,CNY,118.32,113.65170622189113,113.56730370505417,4.668293778108861,4.752696294945821,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,1
2026-04-13,China_ETS,CNY,116.41,114.66795924611087,114.58567546148878,1.7420407538891283,1.8243245385112203,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.649824229037725,1
2026-04-14,China_ETS,CNY,112.4,114.25964806888715,114.176046680695,1.8596480688871395,1.7760466806949893,4.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.260341051527002,1
2026-04-15,China_ETS,CNY,110.55,114.16192778673465,114.08574011658312,3.611927786734654,3.5357401165831277,5.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.897707761625912,1
2026-04-16,China_ETS,CNY,109.14,113.92862433174221,113.85872833439363,4.788624331742213,4.7187283343936315,6.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.560073402717389,1
2026-04-17,China_ETS,CNY,117.76,112.21829619473964,112.1529481489082,5.541703805260369,5.607051851091811,7.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.245714617988434,1
2026-04-20,China_ETS,CNY,117.22,113.51450576495087,113.58869166989683,3.7054942350491302,3.631308330103167,10.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.426791616898672,1
2026-04-21,China_ETS,CNY,117.66,114.19360910292276,114.26353853027288,3.4663908970772326,3.3964614697271145,11.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.19055812829612,1
2026-04-22,China_ETS,CNY,114.32,114.95256795252529,115.01914986327462,0.6325679525252923,0.6991498632746271,12.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.97060991973865,1
2026-04-23,China_ETS,CNY,117.04,115.23443689131065,115.30863973174375,1.8055631086893555,1.7313602682562532,13.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.765824329288211,1
2026-04-24,China_ETS,CNY,117.73,115.77716713677619,115.85460220740637,1.9528328632238185,1.8753977925936312,14.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.5751560882000963,1
2026-04-27,China_ETS,CNY,114.67,116.01675220890293,116.09568620195736,1.3467522089029274,1.4256862019573617,17.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0784541800952736,1
2026-04-28,China_ETS,CNY,113.89,115.16668438277466,115.24789527285009,1.2766843827746612,1.3578952728500866,18.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.9351713264069503,1
2026-04-29,China_ETS,CNY,112.19,115.1401612380777,115.2247877462147,2.9501612380776976,3.034787746214704,19.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.8017659943679762,1
2026-04-30,China_ETS,CNY,116.23,114.81483790313106,114.90434572765875,1.41516209686894,1.3256542723412537,20.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.6775572550924305,1
2026-03-20,EU_ETS,EUR,79.79,82.5667895225505,82.55656748985791,2.7767895225504873,2.7665674898579056,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-23,EU_ETS,EUR,82.39,82.33068753809678,82.32288152078357,0.05931246190321815,0.06711847921643255,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-24,EU_ETS,EUR,79.94,82.43240982928445,82.42356080663025,2.4924098292844548,2.4835608066302512,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-25,EU_ETS,EUR,82.85,82.26422921261835,82.25853099964954,0.585770787381648,0.5914690003504575,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-26,EU_ETS,EUR,85.07,81.81417956513268,81.804382855385,3.255820434867317,3.2656171446149926,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-27,EU_ETS,EUR,85.15,82.4176196072617,82.4053967866866,2.732380392738307,2.744603213313411,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-30,EU_ETS,EUR,82.2,83.42984152564983,83.41553276396155,1.2298415256498316,1.2155327639615479,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-31,EU_ETS,EUR,84.87,83.32526534221489,83.3130248181226,1.5447346577851135,1.5569751818774051,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-01,EU_ETS,EUR,83.4,83.27174250747073,83.26022411877041,0.1282574925292721,0.13977588122959617,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-02,EU_ETS,EUR,86.74,83.28503001259789,83.27509198260837,3.4549699874021087,3.464908017391622,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-03,EU_ETS,EUR,83.6,84.10079660470261,84.08777156751763,0.5007966047026144,0.4877715675176404,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-06,EU_ETS,EUR,77.98,84.24120069861527,84.23067424402242,6.261200698615269,6.25067424402242,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-07,EU_ETS,EUR,85.94,82.36315524729066,82.35651030904266,3.5768447527093343,3.583489690957336,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-08,EU_ETS,EUR,83.12,83.45074799086873,83.44047894587649,0.33074799086872986,0.32047894587648784,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-09,EU_ETS,EUR,83.55,83.00433247214245,82.99402413279563,0.545667527857546,0.5559758672043671,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-10,EU_ETS,EUR,84.88,83.1386491974377,83.0624996252455,1.7413508025622946,1.817500374754502,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,1
2026-04-13,EU_ETS,EUR,81.34,83.35828904978986,83.28902378496804,2.018289049789857,1.949023784968034,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.649824229037725,1
2026-04-14,EU_ETS,EUR,84.49,83.28579674062686,83.22317670453829,1.2042032593731307,1.2668232954617054,4.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.260341051527002,1
2026-04-15,EU_ETS,EUR,85.51,83.09200348294272,83.03057431594755,2.41799651705729,2.4794256840524582,5.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.897707761625912,1
2026-04-16,EU_ETS,EUR,85.19,83.39157432277169,83.32977589669251,1.798425677228309,1.8602241033074876,6.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.560073402717389,1
2026-04-17,EU_ETS,EUR,83.2,84.44993126171445,84.39033648602758,1.2499312617144511,1.1903364860275758,7.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.245714617988434,1
2026-04-20,EU_ETS,EUR,86.71,83.78245006658955,83.86979414788637,2.9275499334104467,2.840205852113627,10.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.426791616898672,1
2026-04-21,EU_ETS,EUR,82.54,85.1086878467367,85.19709889297948,2.568687846736694,2.6570988929794765,11.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.19055812829612,1
2026-04-22,EU_ETS,EUR,83.35,84.50522197055676,84.5980504483738,1.1552219705567666,1.248050448373803,12.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.97060991973865,1
2026-04-23,EU_ETS,EUR,84.42,84.33115588620578,84.42639215848074,0.08884411379422374,0.006392158480736043,13.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.765824329288211,1
2026-04-24,EU_ETS,EUR,85.38,84.00231192950676,84.09781001491093,1.3776880704932353,1.2821899850890617,14.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.5751560882000963,1
2026-04-27,EU_ETS,EUR,84.19,84.82330160684192,84.92101966082345,0.6333016068419255,0.7310196608234492,17.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0784541800952736,1
2026-04-28,EU_ETS,EUR,87.57,84.78008835031181,84.87888652560304,2.789911649688179,2.691113474396957,18.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.9351713264069503,1
2026-04-29,EU_ETS,EUR,85.59,85.54685541793762,85.64314684776483,0.04314458206238214,0.053146847764821814,19.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.8017659943679762,1
2026-04-30,EU_ETS,EUR,85.16,85.2313067261277,85.32820950712726,0.07130672612770184,0.16820950712725846,20.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.6775572550924305,1
2026-03-20,RGGI,USD,19.76,20.19582615770933,20.19356506719971,0.43582615770932875,0.43356506719970866,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-23,RGGI,USD,21.08,20.043469209643224,20.04131406882015,1.0365307903567746,1.0386859311798489,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-24,RGGI,USD,19.66,20.263094700238604,20.25932946848755,0.6030947002386036,0.5993294684875501,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-25,RGGI,USD,20.8,20.172027328680066,20.16923368396879,0.6279726713199345,0.6307663160312096,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-26,RGGI,USD,20.28,20.24565694109694,20.242393412370365,0.034343058903061774,0.03760658762963587,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-27,RGGI,USD,19.71,20.30669819841371,20.30334612832045,0.5966981984137085,0.593346128320448,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-30,RGGI,USD,19.48,20.283019165795515,20.280132460975327,0.803019165795515,0.8001324609753269,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-31,RGGI,USD,19.72,20.003758530404546,20.001052097647555,0.28375853040454757,0.28105209764755656,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-01,RGGI,USD,20.27,19.901693449695024,19.900872524299764,0.3683065503049754,0.3691274757002354,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-02,RGGI,USD,19.61,19.925864327088156,19.924668497483644,0.3158643270881569,0.31466849748364467,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-03,RGGI,USD,20.85,19.822355517634673,19.821184754361457,1.0276444823653286,1.028815245638544,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-06,RGGI,USD,19.95,20.017350889120138,20.01452049186775,0.06735088912013865,0.06452049186775,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-07,RGGI,USD,20.4,20.04706851787472,20.044851911611598,0.35293148212527825,0.3551480883884004,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-08,RGGI,USD,20.36,20.273891062312096,20.271770453761558,0.08610893768790362,0.08822954623844126,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-09,RGGI,USD,20.87,20.187504112132988,20.185412388128995,0.6824958878670131,0.6845876118710059,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-10,RGGI,USD,19.82,20.36540127551165,20.29913596720799,0.5454012755116509,0.47913596720799134,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,1
2026-04-13,RGGI,USD,20.09,20.1643136728324,20.106931502700956,0.07431367283239965,0.016931502700956003,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.649824229037725,1
2026-04-14,RGGI,USD,19.34,20.225265639781135,20.17055792148989,0.8852656397811351,0.8305579214898913,4.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.260341051527002,1
2026-04-15,RGGI,USD,20.08,19.974833230840126,19.923284127316652,0.10516676915987233,0.1567158726833462,5.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.897707761625912,1
2026-04-16,RGGI,USD,20.61,19.97974311610954,19.9305528199988,0.6302568838904605,0.6794471800012012,6.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.560073402717389,1
2026-04-17,RGGI,USD,20.14,20.124113030136947,20.075927987273836,0.015886969863053935,0.06407201272616447,7.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.245714617988434,1
2026-04-20,RGGI,USD,21.21,20.068321069697877,20.165981005947692,1.141678930302124,1.0440189940523084,10.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.426791616898672,1
2026-04-21,RGGI,USD,20.28,20.4418194239906,20.53955053355288,0.16181942399060034,0.25955053355287916,11.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.19055812829612,1
2026-04-22,RGGI,USD,19.75,20.3385147523769,20.438262853937843,0.5885147523768985,0.688262853937843,12.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.97060991973865,1
2026-04-23,RGGI,USD,20.24,20.24560585473034,20.34789889425191,0.005605854730340809,0.10789889425191035,13.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.765824329288211,1
2026-04-24,RGGI,USD,19.29,20.203540717406664,20.30704357976037,0.913540717406665,1.0170435797603723,14.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.5751560882000963,1
2026-04-27,RGGI,USD,19.61,19.97312298785622,20.080302133073214,0.3631229878562223,0.4703021330732149,17.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0784541800952736,1
2026-04-28,RGGI,USD,19.4,19.83010575418245,19.938332426057254,0.43010575418245267,0.5383324260572557,18.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.9351713264069503,1
2026-04-29,RGGI,USD,20.01,19.67356123909833,19.78293184239294,0.3364387609016717,0.22706815760706078,19.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.8017659943679762,1
2026-04-30,RGGI,USD,19.97,19.84610981965294,19.956140227491787,0.12389018034705757,0.013859772508212131,20.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,1.6775572550924305,1
2026-03-20,UK_ETS,GBP,49.75,47.365989491651106,47.3602582269629,2.3840105083488936,2.389741773037102,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-23,UK_ETS,GBP,48.7,47.62975192824019,47.6206216890475,1.0702480717598135,1.0793783109524995,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-24,UK_ETS,GBP,48.03,47.85827569199516,47.84771868935164,0.1717243080048405,0.18228131064836361,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-25,UK_ETS,GBP,47.99,48.1813238288498,48.17163912743449,0.19132382884979648,0.18163912743448662,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-26,UK_ETS,GBP,47.64,48.21312416684144,48.20488311114883,0.5731241668414384,0.5648831111488306,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-27,UK_ETS,GBP,47.14,48.17516673377296,48.16810105545734,1.0351667337729609,1.0281010554573413,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-30,UK_ETS,GBP,51.3,47.702070777014995,47.69580865715899,3.5979292229850017,3.6041913428410055,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-03-31,UK_ETS,GBP,50.89,48.46536685349079,48.453832693055176,2.4246331465092084,2.4361673069448244,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-01,UK_ETS,GBP,47.8,48.655591766111385,48.64250285296338,0.8555917661113881,0.8425028529633849,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-02,UK_ETS,GBP,46.74,48.75439319243222,48.74421752871689,2.014393192432216,2.004217528716886,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-03,UK_ETS,GBP,49.08,48.34526597281906,48.3379023337749,0.7347340271809415,0.7420976662250993,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-06,UK_ETS,GBP,48.82,48.56669405554828,48.55934548269538,0.25330594445171783,0.26065451730462286,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-07,UK_ETS,GBP,49.82,48.428978088683394,48.42133583282336,1.3910219113166065,1.3986641671766407,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-08,UK_ETS,GBP,50.14,48.74988098688128,48.741319582377656,1.3901190131187207,1.3986804176223444,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-09,UK_ETS,GBP,47.71,49.1135606771559,49.10409895021097,1.4035606771559017,1.3940989502109673,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2026-04-10,UK_ETS,GBP,50.77,48.77980016578344,48.70835946245089,1.9901998342165612,2.06164053754911,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,1
2026-04-13,UK_ETS,GBP,48.86,49.29479586373405,49.22983381571036,0.43479586373405255,0.3698338157103578,3.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.649824229037725,1
2026-04-14,UK_ETS,GBP,50.09,49.043493512098706,48.98164017116348,1.046506487901297,1.1083598288365266,4.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,5.260341051527002,1
2026-04-15,UK_ETS,GBP,49.05,49.411967790084,49.35259472321502,0.3619677900840017,0.302594723215023,5.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.897707761625912,1
2026-04-16,UK_ETS,GBP,50.57,49.24881321281116,49.19318160040312,1.321186787188843,1.3768183995968784,6.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.560073402717389,1
2026-04-17,UK_ETS,GBP,46.62,49.940300698099705,49.886567815812505,3.3203006980997074,3.2665678158125075,7.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,4.245714617988434,1
2026-04-20,UK_ETS,GBP,50.51,49.07189968014461,49.16619248580206,1.438100319855387,1.343807514197941,10.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.426791616898672,1
2026-04-21,UK_ETS,GBP,48.6,49.541211341741786,49.634985968101084,0.9412113417417842,1.0349859681010827,11.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,3.19055812829612,1
2026-04-22,UK_ETS,GBP,49.76,49.167990019701634,49.263551967549525,0.5920099802983643,0.4964480324504734,12.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.97060991973865,1
2026-04-23,UK_ETS,GBP,51.28,49.42659935356455,49.523109618506865,1.8534006464354533,1.756890381493136,13.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.765824329288211,1
2026-04-24,UK_ETS,GBP,48.76,49.733630556118456,49.82902666871464,0.973630556118458,1.069026668714642,14.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.5751560882000963,1
2026-04-27,UK_ETS,GBP,48.69,49.40578380330891,49.50590257204647,0.7157838033089092,0.8159025720464754,17.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0784541800952736,1
