date,year,market,currency,price,days_since_last_event,events_7d,events_30d,max_severity_7d,max_severity_30d,policy_events_30d,weather_events_30d,disaster_events_30d,event_shock_score,key,day_of_week,month,dow_sin,dow_cos,month_sin,month_cos,price_lag_1,price_lag_2,price_lag_3,price_lag_5,price_lag_10,price_lag_20,price_lag_30,rolling_mean_5,rolling_std_5,rolling_mean_10,rolling_std_10,rolling_mean_20,rolling_std_20,rolling_mean_30,rolling_std_30,momentum_5,momentum_10,momentum_20
2014-01-29,2014,California,USD,9.9,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-01-29 00:00:00'))",2,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,9.97,9.89,10.14,9.96,10.01,10.16,10.19,10.062000000000001,0.18539147768977485,10.121,0.1594051442080851,10.1945,0.2367649289463014,10.160666666666666,0.22541813000141261,0.009999999999999787,-0.03999999999999915,-0.1899999999999995
2014-01-30,2014,California,USD,10.1,458.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-01-30 00:00:00'))",3,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,9.9,9.97,9.89,10.35,10.34,10.39,10.01,10.05,0.19532024984624152,10.11,0.17126976771553643,10.1815,0.24572717005911826,10.151000000000002,0.230282435283285,-0.4499999999999993,-0.4399999999999995,-0.4900000000000002
2014-01-31,2014,California,USD,10.36,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-01-31 00:00:00'))",4,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,10.1,9.9,9.97,10.14,10.21,10.48,10.19,10.0,0.11467344941178796,10.086000000000002,0.15108496505829852,10.167,0.24129257191873404,10.154,0.22896468633002615,-0.040000000000000924,-0.11000000000000121,-0.3800000000000008
2014-02-03,2014,California,USD,10.07,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-03 00:00:00'))",0,2,0.0,1.0,0.8660254037844386,0.5000000000000001,10.36,10.1,9.9,9.89,10.19,10.21,10.34,10.044,0.19552493447127928,10.101,0.17090933268841838,10.161,0.23449610029301352,10.159666666666668,0.23197032112978996,0.46999999999999886,0.16999999999999993,0.14999999999999858
2014-02-04,2014,California,USD,10.5,463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-04 00:00:00'))",1,2,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10.07,10.36,10.1,9.97,10.15,10.26,9.95,10.08,0.17564168070249836,10.089,0.16815667297692122,10.154,0.23504534836808214,10.150666666666666,0.2299615160207791,0.09999999999999964,-0.08000000000000007,-0.1899999999999995
2014-02-05,2014,California,USD,10.22,464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-05 00:00:00'))",2,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10.5,10.07,10.36,9.9,9.96,9.91,9.84,10.186,0.2405826261391281,10.123999999999999,0.21277008979438666,10.166,0.24658509794047842,10.169,0.23527460111757695,0.5999999999999996,0.5399999999999991,0.5899999999999999
2014-02-06,2014,California,USD,10.18,465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-06 00:00:00'))",3,2,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10.22,10.5,10.07,10.1,10.35,10.43,10.05,10.25,0.18055470085267827,10.15,0.20628997929021084,10.1815,0.23928127029876195,10.181666666666668,0.22703612553699712,0.120000000000001,-0.129999999999999,-0.20999999999999908
2014-02-07,2014,California,USD,10.26,466.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-07 00:00:00'))",4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10.18,10.22,10.5,10.36,10.14,10.49,9.93,10.266,0.16697305171793517,10.133000000000001,0.1946535383701006,10.169,0.23203674845071093,10.186,0.2256729400306327,-0.17999999999999972,0.03999999999999915,-0.3100000000000005
2014-02-10,2014,California,USD,10.63,469.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-10 00:00:00'))",0,2,0.0,1.0,0.8660254037844386,0.5000000000000001,10.26,10.18,10.22,10.07,9.89,9.71,10.45,10.246,0.15868207208125346,10.145,0.19878799427195498,10.1575,0.22071355573278661,10.197000000000001,0.22075341212655786,0.1899999999999995,0.3699999999999992,0.5499999999999989
2014-02-11,2014,California,USD,9.93,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-11 00:00:00'))",1,2,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10.63,10.26,10.18,10.5,9.97,10.64,9.98,10.358,0.1965197191123608,10.219000000000001,0.2287866546224518,10.2035,0.21839787448358416,10.203000000000001,0.23011466407139375,0.13000000000000078,0.6600000000000001,-0.009999999999999787
2014-02-12,2014,California,USD,10.71,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-12 00:00:00'))",2,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,9.93,10.63,10.26,10.22,9.9,10.01,10.16,10.244,0.25125684070289567,10.215,0.2339159393172395,10.168000000000001,0.20069877926883256,10.201333333333334,0.23195917199210966,-0.2900000000000009,0.02999999999999936,-0.08000000000000007
2014-02-13,2014,California,USD,10.53,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-13 00:00:00'))",3,2,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10.71,9.93,10.63,10.18,10.1,10.34,10.39,10.342000000000002,0.3244533864825602,10.296000000000001,0.2522432688233048,10.203,0.23051658234678513,10.219666666666667,0.24964089150747046,0.5300000000000011,0.6100000000000012,0.370000000000001
2014-02-14,2014,California,USD,10.28,473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-14 00:00:00'))",4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10.53,10.71,9.93,10.26,10.36,10.21,10.48,10.411999999999999,0.31846506872811414,10.339,0.25176929474774484,10.2125,0.24017263527896401,10.224333333333332,0.25420170288007005,0.2699999999999996,0.16999999999999993,0.3199999999999985
2014-02-17,2014,California,USD,10.6,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-17 00:00:00'))",0,2,0.0,1.0,0.8660254037844386,0.5000000000000001,10.28,10.53,10.71,10.63,10.07,10.19,10.21,10.416,0.3161961416589433,10.331,0.25229832429971377,10.216000000000001,0.24064387314912203,10.217666666666668,0.2498507600525791,-0.3500000000000014,0.20999999999999908,0.08999999999999986
2014-02-18,2014,California,USD,10.21,477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-18 00:00:00'))",1,2,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10.6,10.28,10.53,9.93,10.5,10.15,10.26,10.41,0.31136794953880903,10.384,0.2469907780554635,10.2365,0.25532796247386036,10.230666666666666,0.2594016102538684,0.6699999999999999,0.09999999999999964,0.4499999999999993
2014-02-19,2014,California,USD,10.37,478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-19 00:00:00'))",2,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10.21,10.6,10.28,10.71,10.22,9.96,9.91,10.466000000000001,0.21314314438893658,10.355,0.24887524764204214,10.239500000000001,0.25460960828605705,10.229000000000001,0.25936726722997605,-0.5,-0.009999999999999787,0.25
2014-02-20,2014,California,USD,10.16,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-20 00:00:00'))",3,2,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10.37,10.21,10.6,10.53,10.18,10.35,10.43,10.398,0.16452963258939607,10.370000000000001,0.24431309602411355,10.26,0.24732250413707266,10.244333333333335,0.25338648867624985,-0.16000000000000014,0.1899999999999995,0.019999999999999574
2014-02-21,2014,California,USD,10.56,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-21 00:00:00'))",4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10.16,10.37,10.21,10.28,10.26,10.14,10.49,10.324000000000002,0.17329166165745072,10.367999999999999,0.2461165035777409,10.2505,0.2473326121898044,10.235333333333333,0.2513512905564021,-0.11999999999999922,-0.09999999999999964,0.019999999999999574
2014-02-24,2014,California,USD,10.13,483.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-24 00:00:00'))",0,2,0.0,1.0,0.8660254037844386,0.5000000000000001,10.56,10.16,10.37,10.6,10.63,9.89,9.71,10.379999999999999,0.19887181801351722,10.398,0.2497465381808765,10.2715,0.25516300259782526,10.237666666666666,0.2541067293187226,-0.03999999999999915,-0.07000000000000028,0.6699999999999999
2014-02-25,2014,California,USD,10.3,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-25 00:00:00'))",1,2,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,10.13,10.56,10.16,10.21,9.93,9.97,10.64,10.286,0.1789692711054042,10.347999999999999,0.24818451916981943,10.2835,0.24155799129380065,10.251666666666665,0.23487463029034064,-0.08000000000000007,0.20000000000000107,0.16000000000000014
2014-02-26,2014,California,USD,10.5,485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-26 00:00:00'))",2,2,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,10.3,10.13,10.56,10.37,10.71,9.9,10.01,10.303999999999998,0.17386776584519636,10.385000000000002,0.20227868564598034,10.3,0.23001144136302484,10.240333333333332,0.22341369286800802,-0.06999999999999851,-0.41000000000000014,0.40000000000000036
2014-02-27,2014,California,USD,10.6,486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-27 00:00:00'))",3,2,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,10.5,10.3,10.13,10.16,10.53,10.1,10.34,10.330000000000002,0.19467922333931922,10.364,0.1736663467687357,10.33,0.2136401302732238,10.256666666666666,0.22390474164995836,0.33999999999999986,-0.02999999999999936,0.40000000000000036
2014-02-28,2014,California,USD,10.12,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-02-28 00:00:00'))",4,2,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,10.6,10.5,10.3,10.56,10.28,10.36,10.21,10.418000000000001,0.1980403999188094,10.370999999999999,0.1822970713484475,10.355,0.21456197730554646,10.265333333333334,0.23212263900841565,0.03999999999999915,0.3200000000000003,0.2400000000000002
2014-03-03,2014,California,USD,10.53,490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-03 00:00:00'))",0,3,0.0,1.0,1.0,6.123233995736766e-17,10.12,10.6,10.5,10.13,10.6,10.07,10.19,10.330000000000002,0.21610182784974497,10.355,0.19755449318549204,10.343,0.22088577662627332,10.262333333333334,0.23344028747432027,-0.010000000000001563,-0.4800000000000004,0.049999999999998934
2014-03-04,2014,California,USD,10.09,491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-04 00:00:00'))",1,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,10.53,10.12,10.6,10.3,10.21,10.5,10.15,10.41,0.1967231557290648,10.348,0.1889620773241698,10.366,0.21482918551112043,10.273666666666665,0.2380159851678113,0.22999999999999865,0.3199999999999985,0.02999999999999936
2014-03-05,2014,California,USD,9.8,492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-05 00:00:00'))",2,3,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,10.09,10.53,10.12,10.5,10.37,10.22,9.96,10.368,0.24304320603547303,10.336,0.20205609782103998,10.3455,0.22084705352943726,10.271666666666668,0.23933936854043628,-0.41000000000000014,-0.27999999999999936,-0.13000000000000078
2014-03-06,2014,California,USD,10.15,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-06 00:00:00'))",3,3,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,9.8,10.09,10.53,10.6,10.16,10.18,10.35,10.228,0.3329714702493284,10.279,0.2626975447163513,10.3245,0.25128040533488727,10.266333333333332,0.24814460930360377,-0.7999999999999989,-0.35999999999999943,-0.379999999999999
2014-03-07,2014,California,USD,10.57,494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-07 00:00:00'))",4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,10.15,9.8,10.09,10.12,10.56,10.26,10.14,10.138,0.2601345805539859,10.278,0.2632193846289513,10.323,0.25227595583951096,10.259666666666668,0.24850564877134212,0.030000000000001137,-0.41000000000000014,-0.10999999999999943
2014-03-10,2014,California,USD,10.36,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-10 00:00:00'))",0,3,0.0,1.0,1.0,6.123233995736766e-17,10.57,10.15,9.8,10.53,10.13,10.63,9.89,10.228,0.32267630839588995,10.279,0.2644260030918109,10.3385,0.2576671659739654,10.274000000000001,0.2537117560784586,0.040000000000000924,0.4399999999999995,-0.0600000000000005
2014-03-11,2014,California,USD,10.23,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-11 00:00:00'))",1,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,10.36,10.57,10.15,10.09,10.3,9.93,9.97,10.193999999999999,0.29022405138099616,10.302,0.25999145285096337,10.325,0.2485007677632997,10.289666666666667,0.2434873548133962,0.2699999999999996,0.05999999999999872,0.4299999999999997
2014-03-12,2014,California,USD,10.38,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-12 00:00:00'))",2,3,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,10.23,10.36,10.57,9.8,10.5,10.71,9.9,10.222,0.284376510984996,10.294999999999998,0.26099169846312326,10.34,0.23190288348449534,10.298333333333334,0.23623604988309818,0.4299999999999997,-0.2699999999999996,-0.4800000000000004
2014-03-13,2014,California,USD,10.37,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-13 00:00:00'))",3,3,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,10.38,10.23,10.36,10.15,10.6,10.53,10.1,10.338000000000001,0.16053037095827477,10.283,0.25316002844050883,10.3235,0.21534000043994533,10.314333333333332,0.22427943367107508,0.23000000000000043,-0.21999999999999886,-0.14999999999999858
2014-03-14,2014,California,USD,10.53,501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-14 00:00:00'))",4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,10.37,10.38,10.23,10.57,10.12,10.28,10.36,10.382000000000001,0.12153188881936229,10.26,0.23060307408570488,10.3155,0.2101747393304757,10.323333333333332,0.22077189559601934,-0.20000000000000107,0.25,0.08999999999999986
2014-03-17,2014,California,USD,9.97,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-17 00:00:00'))",0,3,0.0,1.0,1.0,6.123233995736766e-17,10.53,10.37,10.38,10.36,10.53,10.6,10.07,10.374,0.10644247272588905,10.300999999999998,0.23923256931743492,10.328,0.21532350202966197,10.329,0.22390499832711264,0.16999999999999993,0.0,-0.07000000000000028
2014-03-18,2014,California,USD,10.36,505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-18 00:00:00'))",1,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,9.97,10.53,10.37,10.23,10.09,10.21,10.5,10.296000000000001,0.21090282122342735,10.245,0.24514168238886627,10.2965,0.21947964777964066,10.325666666666667,0.22858912595692146,-0.2599999999999998,-0.11999999999999922,-0.2400000000000002
2014-03-19,2014,California,USD,10.42,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-19 00:00:00'))",2,3,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17,10.36,9.97,10.53,10.38,9.8,10.37,10.22,10.322,0.20873428084529178,10.272,0.24100714604435192,10.303999999999998,0.21893041432334395,10.321,0.2263252161122971,-0.02000000000000135,0.5599999999999987,-0.009999999999999787
2014-03-20,2014,California,USD,10.04,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"('California', Timestamp('2014-03-20 00:00:00'))",3,3,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,10.42,10.36,9.97,10.37,10.15,10.16,10.18,10.33,0.21224985276791392,10.334,0.17746361129350433,10.3065,0.22000657884900562,10.327666666666666,0.22619313281648393,0.05000000000000071,0.2699999999999996,0.2599999999999998
